,Unnamed: 0,neg_prob,pos_prob,neg_vader,neu_vader,pos_vader,sentence,dict,identifier,sentiment,only pos or neg
1080,1080,0.9997470782411062,0.00025292175890643485,0.0,1.0,0.0,as a family  At some point her medication changed and so did she.,nsubj,1,neu_vader,pos_vader
1081,1081,0.9999449418614828,5.5058138530269884e-05,0.0,1.0,0.0,"Again, her medication was altered.",nsubjpass,1,neu_vader,pos_vader
1083,1083,0.9992218873061436,0.0007781126938413317,0.565,0.435,0.0,"However, I suffer from bouts of severe suicidal depression even when being compliant when the meds.",nsubj,1,neg_vader,neg_vader
1088,1088,0.999728407214103,0.00027159278590738645,0.0,1.0,0.0,"As far as I know, once the medications were changed the voices and the misinterpreting decreased.",nsubjpass,1,neu_vader,pos_vader
1090,1090,0.999901993006042,9.800699396557376e-05,0.0,1.0,0.0,What medication has helped you the most?,nsubj,1,neu_vader,pos_vader
1113,1113,0.9997042963454884,0.0002957036545018508,0.0,1.0,0.0,It's not exactly a situation where I'd think that medication would be necessary.,nsubj,1,neu_vader,pos_vader
1114,1114,0.9956053939047176,0.004394606095299261,0.29100000000000004,0.7090000000000001,0.0,"But now I'm kinda fearing that I'll get medication forced upon me and I'm kinda scared of that, mostly due to the well-known side effects.",nsubj,1,neu_vader,neg_vader
1122,1122,0.9999826022184864,1.7397781506786673e-05,0.312,0.688,0.0,The medicine either aggravates the symptoms or does nothing whilst side effects run havoc on my body.,nsubj,1,neu_vader,neg_vader
1135,1135,0.9987238111576038,0.001276188842407074,0.275,0.725,0.0,"I can't hear them anymore, meds are functioning properly to rid me of the suffering, screaming, whispering voices.",nsubj,1,neu_vader,neg_vader
1136,1136,0.9997260995368824,0.00027390046311666724,0.127,0.83,0.043,"I go straight to thinking, ""of course the medication is working, it's not meds for schizophrenia, that's what they'd have me believe, but it's really to block my inter-dimentional listening abilities.""",nsubj_attr,1,neu_vader,neg_vader
1151,1151,0.999948806131134,5.1193868874610135e-05,0.406,0.594,0.0,I'm so fat and ugly and the meds made it worse and now my mom hates me.,nsubj,1,neu_vader,neg_vader
1166,1166,0.9999018327758408,9.81672241435344e-05,0.24600000000000002,0.693,0.061,"The reason why I'm asking is that most anti-psychotic medications have been proven to cause diabetes, increased risk of heart attack, etc., and I don't want to take additional risks.",nsubjpass,1,neu_vader,neg_vader
1170,1170,0.9877410499965632,0.012258950003427754,0.0,0.746,0.254,"There is a myth, or partial truth, that anti-psychotic medication turns people in to zombies, or, more realistically drain a person of motivation and energy.",nsubj,1,neu_vader,pos_vader
1176,1176,0.9999364013061088,6.3598693897562e-05,0.0,0.743,0.257,"If anyone can tell me what this medication is like and their experiences with it, that'd help.",nsubj,1,neu_vader,pos_vader
1202,1202,0.9999258490653254,7.415093468739671e-05,0.34600000000000003,0.654,0.0,"Also, meds deal with negative symptoms too, right?",nsubj,1,neu_vader,neg_vader
1212,1212,0.9998748871336836,0.00012511286630303894,0.0,0.8,0.2,My doctor talked to me about some new researches (in Canada I think) that show that certain alzheimer's medication can improve the concentration.,nsubj,1,neu_vader,pos_vader
1225,1225,0.9999859973805174,1.4002619476654834e-05,0.0,1.0,0.0,If my current medicines (800mg seraquel adn 30 mg haldol) don't work out she is going to try me on clozapine.,nsubj,1,neu_vader,pos_vader
1232,1232,0.9900988259136688,0.009901174086324849,0.138,0.75,0.11199999999999999,"I am on medication and I still hear voices..The meds zombie me out most of the time and its very hard to motivate...My mom owns A cleaning business, she always asks me if I want to help her for extra money...I never feel like it and sit home feeling like A loser...Today I forced myself to go  and after we where done I actually felt human for A minute...My life would be so much easier if I could work part time, I want to be dependable like I use to be...I have been sick for 2 years before that I work my entire adult life and never had A problem...I know I am not alone in feeling this way I guess I am just feeling sorry for myself....Thanks for listening :/",pobj_nsubj,1,neu_vader,neg_vader
1238,1238,0.9998215183670118,0.00017848163297301905,0.18,0.82,0.0,"(I guess it was suspected but they never told me why these particular meds were being tried) Psychiatric medications and I do not mix well at all; I have bona fide allergic reactions to many and the rest give me severe side effects, I've had stevens-Johnson syndrome already, and some leave me completely unable to walk or speak.",nsubjpass_dobj,1,neu_vader,neg_vader
1244,1244,0.99970114611425,0.0002988538857427226,0.057,0.846,0.09699999999999999,"My friend (16) had her medicine insured through her mom's work, they just recently (2,5 weeks ago) stopped covering all of her meds and since then she's been without it.",nsubj_pobj,1,neu_vader,pos_vader
1247,1247,0.9996338901398524,0.0003661098601427773,0.0,1.0,0.0,"I also get those while on medication, so don't know if the medication induces it.",nsubj,1,neu_vader,pos_vader
1251,1251,0.9999961436254162,3.8563746002862914e-06,0.09699999999999999,0.903,0.0,"The medicine my last psychiatrist gave me made me way worse, and she kept wanting to wait longer to see if they would work, and i just couldn't function on them.",nsubj,1,neu_vader,neg_vader
1261,1261,0.9997961989425492,0.000203801057458032,0.0,1.0,0.0,They explicitly told me she cannot have her medication removed until she is evaluated in the future.,nsubj,1,neu_vader,pos_vader
1264,1264,0.9997530495507282,0.00024695044926937963,0.0,1.0,0.0,"I understand that different medicines work for different people, but I don't even know where to start.",nsubj,1,neu_vader,pos_vader
1275,1275,0.9999652670656234,3.4732934369053394e-05,0.0,1.0,0.0,The meds are working.,nsubj,1,neu_vader,pos_vader
1283,1283,0.9998856193327144,0.00011438066726603344,0.0,1.0,0.0,But the medication makes me sleepy.,nsubj,1,neu_vader,pos_vader
1284,1284,0.9999809535024734,1.9046497516018258e-05,0.207,0.68,0.113,"Okay, so I know its incredibly stupid to come off meds without a doctors go ahead or supervision, but I accidentally came off my meds a few days ago (Seroquel) and I'm not doing so bad, the meds were working, which is good, but I wonder how long I can last before I relapse into the illness again... What if I never get ill again?",nsubj,1,neu_vader,neg_vader
1298,1298,0.9997842863391596,0.00021571366085391686,0.18,0.82,0.0,I think meds are just a false hope... no point in them now.,nsubj,1,neu_vader,neg_vader
1300,1300,0.9999788927781584,2.1107221833246813e-05,0.31,0.588,0.102,These meds were nice and all but I hated how they made me feel.,nsubj,1,neu_vader,neg_vader
1315,1315,0.9999584200862109,4.15799137938937e-05,0.054000000000000006,0.946,0.0,"Lately I've noticed that some of my ADHD symptoms have been coming back (I was predominantly inattentive), so I've been thinking about going back to my psychiatrist and asking if I can go back on medication for that also but the only problem is that the stimulant medication was the only meds that worked for me and as you know, stimulants can cause psychosis.",nsubj_attr,1,neu_vader,neg_vader
1319,1319,0.9992490076669304,0.0007509923330554213,0.106,0.807,0.087,Me and my parents feel very helpless that we can't do anything to help him out in this scenario and the medication isn't quite doing its job.,nsubj,1,neu_vader,neg_vader
1327,1327,0.9999603298972052,3.967010281469544e-05,0.0,1.0,0.0,My medication has been out and dry for over three weeks.,nsubj,1,neu_vader,pos_vader
1338,1338,0.9998254965452701,0.0001745034547286287,0.209,0.7909999999999999,0.0,The medication I'm taking for depression hasn't lessened the symptoms I'm about to list here.,nsubj,1,neu_vader,neg_vader
1339,1339,0.998802578822666,0.0011974211773406324,0.0,1.0,0.0,It actually helped with hallucinations for a few hours each day but when the medicine wore off they started to creep back again.,nsubj,1,neu_vader,pos_vader
1356,1356,0.999984808395144,1.5191604858832446e-05,0.0,0.894,0.106,I just want to know how medication has gone for you guys here?,nsubj,1,neu_vader,pos_vader
1376,1376,0.8932888204893418,0.10671117951064142,0.17,0.83,0.0,"He had NO symptoms during the day (now that his medications are straightened out) but smoking causes him to be more delusional (as in the tv and music is speaking specifically to him) and hear some of the voices again, so I'm not sure it's a great trade off.",nsubjpass,1,neu_vader,neg_vader
1381,1381,0.999936608735053,6.339126495857571e-05,0.2,0.8,0.0,"I called a hotline and they sent emergency response people who basically said I can't get any help or be evaluated without parent consent and they don't want me to since they think medicine will make me ""slow"".",nsubj,1,neu_vader,neg_vader
1386,1386,0.997193086935384,0.002806913064599711,0.0,0.8290000000000001,0.171,"she would be just fine and return to normal, engaging in conversations, cleaning the house and taking care of things, however, lately her medication hasn't been working and she just wanders around the house, looking for something to do.",nsubj,1,neu_vader,pos_vader
1392,1392,0.9999876438705304,1.235612948758496e-05,0.55,0.45,0.0,"I think the meds are making me agitated and restless and ugh, just, worse?",nsubj,1,neg_vader,neg_vader
1404,1404,0.99939079132952,0.0006092086704777919,0.159,0.841,0.0,"I am not sure how well the medications are working, I hear voices inside and outside, however, I hear the inside voices much less frequently.",nsubj,1,neu_vader,neg_vader
1434,1434,0.9993984011888014,0.0006015988111855653,0.0,0.8029999999999999,0.19699999999999998,"TL;DR: I don't think medication should be the ONLY tool my SO is using, but our therapist doesn't seem to be decent enough to prescribe cognitive treatments/exercises and acts more like a confessional that throws out positive affirmations occasionally.",nsubj,1,neu_vader,pos_vader
1436,1436,0.9988894275481282,0.0011105724518779476,0.053,0.765,0.18100000000000002,"I don't think medication is enough, but unless we can afford to pay like $100-200 a session, I can't seem to find a therapist for him that agrees with me.",nsubj,1,neu_vader,pos_vader
1443,1443,0.9997756568826,0.0002243431174089531,0.068,0.873,0.059000000000000004,"I was wondering that because the medications used for schizophrenia right now aren't exactly the best (albeit they are better than the very old style antipsychs), do you think they'll be new antipsychotics in the next 10-15 years, or are there already some in the making?",nsubj,1,neu_vader,neg_vader
1450,1450,0.9999139729802236,8.602701977572138e-05,0.0,0.79,0.21,I feel as though the meds are working to good and i want to hear my voices and have my delusions again!!,nsubj,1,neu_vader,pos_vader
1454,1454,0.9974064691249581,0.0025935308750458714,0.128,0.804,0.068,"The exact description in the warning packet for Risperidone states ""This medicine is an atypical antipsychotic used to treat schizophrenia or bipolar disorder"" it also says a doctor may give you it for other reasons though.",nsubj,1,neu_vader,neg_vader
1457,1457,0.9521455616478968,0.04785443835209873,0.0,0.89,0.11,"Both of us are really off-put by the idea of a number of reasons (newness, it seems like the new pharma-rep push, the concentration of medication in the bloodstream over the month, how he'll be able to sleep if the medication isn't being taken nightly, if it'll make him a zombie like the seroquel did, etc), and the information I've been reading from clinical trials hasn't really done anything to convince me otherwise.",nsubjpass,1,neu_vader,pos_vader
1476,1476,0.9997218037047716,0.0002781962952284534,0.048,0.823,0.13,"the one time we actually managed to get him to the hospital the doctors said that he was perfectly fine and that the meds should be working, he was sent home with no changes and the behaviour continued to this day.",nsubj,1,neu_vader,pos_vader
1481,1481,0.99835239626928,0.0016476037307241913,0.0,0.865,0.135,"Did you feel that once you were diagnosed as schizophrenic, finding the right meds got a little easier?",nsubj,1,neu_vader,pos_vader
1491,1491,0.9999119065462648,8.809345373196294e-05,0.157,0.843,0.0,"They moved him to another facility, and I've been told that no meds seem to be working on him at this point- that he's agitated and ""very heavily sexually preoccupied"".",nsubj,1,neu_vader,neg_vader
1493,1493,0.963222631808732,0.03677736819126677,0.068,0.932,0.0,"It was a slow start but we eventually found some medications that worked for me, the hallucinations and paranoia had subsided, but a couple of days ago I had an episode and it all came back to me.",nsubj,1,neu_vader,neg_vader
1495,1495,0.9999275123215624,7.248767842484946e-05,0.23199999999999998,0.768,0.0,These meds make me so tired and all I can hear in my head is what poison it is and how I need to never take them again.,nsubj,1,neu_vader,neg_vader
1501,1501,0.9991569972484364,0.0008430027515531462,0.0,1.0,0.0,"Also, meds don't get rid of the alien.",nsubj,1,neu_vader,pos_vader
1510,1510,0.9999082659681146,9.173403188353318e-05,0.2,0.8,0.0,He said his medication was laced with poison that would keep him up at night.,nsubjpass,1,neu_vader,neg_vader
1512,1512,0.9999712425878812,2.875741210315168e-05,0.0,1.0,0.0,My current meds are lithium (900mg) and seroquel (300mg).,nsubj,1,neu_vader,pos_vader
1518,1518,0.9999661928892242,3.3807110772574093e-05,0.0,0.909,0.091,The medication I'm on is Singulair which is used to prevent asthma/allergies.,nsubj,1,neu_vader,pos_vader
1527,1527,0.9999759198098062,2.4080190185319546e-05,0.0,1.0,0.0,The mainline medication is Abilify 10mg daily now.,nsubj,1,neu_vader,pos_vader
1539,1539,0.9998395468276404,0.0001604531723582914,0.145,0.677,0.17800000000000002,I'm worried meds will diminish my ability to play and improvise music on the guitar but i can look back and see how the illness effects my ability to function.,nsubj,1,neu_vader,pos_vader
1542,1542,0.9998950674611784,0.00010493253880596425,0.0,0.909,0.091,"Just wondering, because I noticed that my medication (neuroleptics) makes me want to smoke more.",nsubj,1,neu_vader,pos_vader
1546,1546,0.9998309079211763,0.00016909207883633977,0.0,1.0,0.0,Could monitoring these wavelets and their change before and after medication show whether the medication is working?,nsubj,1,neu_vader,pos_vader
1549,1549,0.9995363859900898,0.0004636140099243653,0.0,0.6709999999999999,0.32899999999999996,Is there a way to convince him about medication being good for him?,nsubj,1,neu_vader,pos_vader
1563,1563,0.9999393573658962,6.064263411566795e-05,0.18100000000000002,0.6940000000000001,0.125,"They're reaching out, because the medication is blocking how they normally communicate.",nsubj,1,neu_vader,neg_vader
1567,1567,0.9945627318262762,0.005437268173711303,0.129,0.7709999999999999,0.1,"If anyone could please post what a normal day is to you, what bad days are like, common medications used, small things that happen to you that are so minuscule that you hardly notice them anymore that are a part of the illness.",nsubj,1,neu_vader,neg_vader
1578,1578,0.9999110334276008,8.896657240793472e-05,0.18,0.667,0.153,"However, this medication makes me super tired all day, which is very hard to combine with my full time study.",nsubj,1,neu_vader,neg_vader
1587,1587,0.9998721954023924,0.00012780459761670978,0.0,0.752,0.248,We live in the same country and healthcare/medication is free here.,nsubj,1,neu_vader,pos_vader
1590,1590,0.9997993255009332,0.00020067449905028785,0.261,0.7390000000000001,0.0,I told my mom that the medicine was making me worse and I refused to take it any longer.,nsubj,1,neu_vader,neg_vader
1598,1598,0.9999832613575048,1.6738642498861244e-05,0.0,1.0,0.0,My medication now is Abilify 5mg and Effexor XR 37.5mg every morning (minimal dose available).,nsubj,1,neu_vader,pos_vader
1613,1613,0.9999702160712306,2.9783928751637865e-05,0.0,0.755,0.245,I want my meds back NOW.,nsubj,1,neu_vader,pos_vader
1617,1617,0.9999795782145412,2.042178544416984e-05,0.09300000000000001,0.619,0.28800000000000003,"I just want to be medicated and healthy like I was earlier this week, before my meds were cut off.",nsubjpass,1,neu_vader,pos_vader
1630,1630,0.999921752484429,7.824751559072667e-05,0.0,0.805,0.195,I run away from responsibilities and hope that my meds will make me change.,nsubj,1,neu_vader,pos_vader
1643,1643,0.99491647786237,0.005083522137623847,0.0,0.937,0.063,"The medication I was on in the past caused more emotional ups and downs to say that they helped much, especially considering they really didn't get rid of the hallucinations.",nsubj,1,neu_vader,pos_vader
1644,1644,0.999716591337778,0.0002834086622207844,0.0,0.818,0.182,"I don't know if the meds can cause this, but it happens every night without fail after taking 'em.",nsubj,1,neu_vader,pos_vader
1646,1646,0.9999771807165574,2.281928342997146e-05,0.155,0.845,0.0,I asked my doctor if the medication can cause hallucinations and he said no.,nsubj,1,neu_vader,neg_vader
1647,1647,0.9999469078255491,5.3092174447618344e-05,0.0,0.794,0.20600000000000002,"I used to hear voices 24/7 nearly nonstop, but I guess the medication is being effective at this point.",nsubj,1,neu_vader,pos_vader
1659,1659,0.9999499221895874,5.007781039824874e-05,0.151,0.799,0.05,"I really hate how the meds make me feel and would like to be off them ASAP, but I'm told I'll need at least 6 months with no symptoms before titration is considered.",nsubj,1,neu_vader,neg_vader
1661,1661,0.9998870149338626,0.00011298506612671133,0.109,0.769,0.121,"Hey all, I think my medication (Risperidone) is causing me to lose interest in leisure activities (video games, browsing the Internet, etc.).",nsubj,1,neu_vader,pos_vader
1672,1672,0.9999894874745808,1.051252541868849e-05,0.239,0.7609999999999999,0.0,Has anyone here had their medication stop working?,nsubj,1,neu_vader,neg_vader
1675,1675,0.9970185684867948,0.0029814315132236967,0.079,0.7070000000000001,0.214,"My kid is working so fucking hard to just put his life in some sort of order, he has zero acceptance of his illness but does agree that meds and therapy make him feel better.",nsubj,1,neu_vader,pos_vader
1681,1681,0.99999597892253,4.021077481978704e-06,0.215,0.785,0.0,"Ask your doctor why your meds ""work"" or don't work, they have no clue... Why is psychiatry so behind when psychiatric illnesses can literally disable you as badly as not being able to walk?",nsubj,1,neu_vader,neg_vader
1690,1690,0.9996984012821898,0.0003015987178146945,0.125,0.634,0.24100000000000002,"I understand that these meds have to have some sort of negative side-effects, many of which are probably terrible, but surely the positive effects must outweigh the negative(?)",nsubj,1,neu_vader,pos_vader
1698,1698,0.9999614178731692,3.858212682703787e-05,0.0,1.0,0.0,"Without insurance, this medication is almost $950/month.",nsubj,1,neu_vader,pos_vader
1702,1702,0.9997201435607556,0.0002798564392339824,0.0,1.0,0.0,"Three weeks ago, he finally decided to check himself back into that psychiatric center he went to last year to get his medications changed and to get counseling.",nsubj,1,neu_vader,pos_vader
1705,1705,0.9936191782900066,0.006380821709994004,0.0,0.665,0.335,He's so smart and capable and I keep reassuring him that he can lead a normal life once his medications are right.,nsubj,1,neu_vader,pos_vader
