,Unnamed: 0,neg_prob,pos_prob,neg_vader,neu_vader,pos_vader,sentence,dict,identifier,sentiment,only pos or neg
1432,1432,0.9992363703767329,0.000763629623278336,0.19699999999999998,0.759,0.044000000000000004,"If anyone has experienced therapy, hospitilization, medications, that have helped you please give me advice because I hate visiting home now and as cold as it may seem it feels as though she died when she started having episodes because as a person she is broken.",conj,0,neu_vader,neg_vader
1435,1435,0.999536456603704,0.0004635433963004383,0.0,0.703,0.297,I just really want to know what has worked for you or a loved one BEYOND medication.,conj,0,neu_vader,pos_vader
1462,1462,0.9999290989755232,7.090102445807656e-05,0.153,0.847,0.0,Have any of you ever had trouble affording treatment or medication for this or other issues?,conj,0,neu_vader,neg_vader
1464,1464,0.9999042363651104,9.576363489933841e-05,0.225,0.741,0.034,"Thanks in advance for any replies

EDIT: The reason his dad is so bad is because he never got any help or medication, we are just afraid that something is boiling inside of him that he cant help but will get worse if he doesn't get any professional help.",conj,0,neu_vader,neg_vader
1483,1483,0.9999424688891071,5.753111090571106e-05,0.0,1.0,0.0,"They halted all treatment, medications, contacts.",conj,0,neu_vader,pos_vader
1496,1496,0.993820227177164,0.0061797728228489565,0.0,0.6890000000000001,0.311,"I came across a site which recommends supplements for helping out with the side effects of antipsychotics: http://bettermedicine.info

I noticed that they recommend Tongkat Ali for a better libido.",appos,0,neu_vader,pos_vader
1504,1504,0.9902161537429846,0.00978384625702024,0.0,0.868,0.132,"Nevertheless without continuous medication-taking currently, I am doing significantly a lot better in terms of overall cognitive functioning, coherency and perception-wise speaking.",compound,0,neu_vader,pos_vader
1514,1514,0.9998818424623922,0.00011815753760027087,0.266,0.7340000000000001,0.0,"They only time I do read is when I am tired from medication adjustment, or psychotic and scared of something.",compound,0,neu_vader,neg_vader
1528,1528,0.9999425173256936,5.74826743106042e-05,0.294,0.706,0.0,He offered me cash (we live together) for my anxiety and my pain meds.,conj,0,neu_vader,neg_vader
1557,1557,0.9999165351323456,8.34648676516686e-05,0.0,0.758,0.242,"I'm trying to convince my husband that his mother needs professional help, and that if we get her on the right medicine regime that there is STILL HOPE FOR HER!",compound,0,neu_vader,pos_vader
1559,1559,0.9999823166572056,1.7683342805249e-05,0.0,1.0,0.0,Is there treatment and medication for hypochondria?,conj,0,neu_vader,pos_vader
1571,1571,0.9855205949658522,0.014479405034135471,0.0,1.0,0.0,"I thought it was the medication, but it turns out I developed a caffeine sensitivity with the onset of my schizophrenia.",attr,0,neu_vader,pos_vader
1580,1580,0.9998397878513832,0.00016021214861140255,0.375,0.625,0.0,"Weed has been my medication to cure my depression for years now I'm constantly depressed and annoyed, extremely anoyed.",attr,0,neu_vader,neg_vader
1581,1581,0.9999651531032048,3.484689679989965e-05,0.0,0.753,0.247,I wish there was some medication that could make me feel so aware and alive without all the psycho delusions.,attr,0,neu_vader,pos_vader
1582,1582,0.9999512753216376,4.872467835124257e-05,0.0,1.0,0.0,Then I went off both meds and soon had another- scarier belief.,npadvmod,0,neu_vader,pos_vader
1593,1593,0.9999614795152832,3.852048473284245e-05,0.0,0.899,0.10099999999999999,"If anyone has any idea to why I experienced what I did, whether they think it was from quitting smoking and my medicine, I would appreciate the input.",conj,0,neu_vader,pos_vader
1604,1604,0.9999587116575998,4.128834241823655e-05,0.524,0.47600000000000003,0.0,No new meds.,ROOT,0,neg_vader,neg_vader
1612,1612,0.9999723251205056,2.7674879493631084e-05,0.0,1.0,0.0,I'm off meds.,attr,0,neu_vader,pos_vader
1627,1627,0.9542956374644991,0.04570436253551186,0.151,0.763,0.085,"I'm tired of missing school, and I'm tired of somewhat reduced concentration while on this medication (not sure whether it's due to the illness or the medication, though), so I want to try Abilify, which I heard doesn't cause sedation in most cases and increases cognitive abilities such as concentration and overall academic achievement, at least based on the case study I've read.",conj,0,neu_vader,neg_vader
1638,1638,0.9999780275462076,2.1972453795666e-05,0.0,1.0,0.0,I'm 15 and only recently started meds..,attr,0,neu_vader,pos_vader
1648,1648,0.996433130320364,0.0035668696796537593,0.183,0.8170000000000001,0.0,I'm gonna start on a low dose of that next week in addition to seroquil and welbutrin and anxiety meds.,conj,0,neu_vader,neg_vader
1650,1650,0.9999499141313342,5.008586866093254e-05,0.275,0.635,0.09,"Nightmares are coming back, it's hard to eat enough so I don't feel sick, and my medication abuse is as bad as it was when I left.",compound,0,neu_vader,neg_vader
1651,1651,0.9990923297001636,0.000907670299836858,0.0,0.764,0.23600000000000002,"I've never had therapy or a psychologist, or even meds of any kind.",appos,0,neu_vader,pos_vader
1677,1677,0.9971866906957,0.0028133093042874463,0.079,0.9209999999999999,0.0,"I'm not sure what to expect, I haven't gone cold-turkey off meds or been off meds for any period of time in the last 6 months.",attr,0,neu_vader,neg_vader
1692,1692,0.9999567630177729,4.323698222807726e-05,0.0,0.828,0.172,My brother is schizophrenic and my mom refuses to get him help or medication.,conj,0,neu_vader,pos_vader
1699,1699,0.9999442820818856,5.5717918119977684e-05,0.131,0.8690000000000001,0.0,"He was put on seroquel, paxil, and another medicine that I can't remember to help him sleep.",conj,0,neu_vader,neg_vader
