,Unnamed: 0,neg_prob,pos_prob,neg_vader,neu_vader,pos_vader,sentence,dict,identifier,sentiment,only pos or neg
304,304,0.9998668605081662,0.0001331394918355285,0.0,1.0,0.0,Different people respond differently to different medications.,pobj,-1,neu_vader,pos_vader
306,306,0.9998727342099872,0.00012726579000688873,0.0,1.0,0.0,Long story short: it will map out how your liver is metabolizing different medications.,dobj,-1,neu_vader,pos_vader
307,307,0.9631958931562876,0.03680410684369555,0.076,0.747,0.17600000000000002,"It can also help a physician (and yourself) save time from randomly trying medications which, due to the unique function of your body,  may just not be as effective.",dobj,-1,neu_vader,pos_vader
308,308,0.999941309522125,5.869047786323346e-05,0.0,0.7340000000000001,0.266,"Take meds for two months, feel better, quit again.",dobj,-1,neu_vader,pos_vader
309,309,0.9899353868091622,0.010064613190834204,0.0,0.9259999999999999,0.07400000000000001,"While in the mental hospital they gave me risperidone, and a couple weeks after recovering and taking the medicine independently (about the average time it takes to actually work), I heard voices clearly for the first time.",dobj,-1,neu_vader,pos_vader
310,310,0.9984278294779776,0.0015721705220108422,0.0,0.8290000000000001,0.171,"HOWEVER, These voices on these meds spoke with a different tone and different respect and different conversation.",pobj,-1,neu_vader,pos_vader
311,311,0.9991952035922594,0.0008047964077286537,0.049,0.872,0.079,"ONE of many reason why I stopped taking this medication is because one of my friends responded ""dude did you actually read the side effects cause it will cause you to become schizophrenic if you take it.""",dobj,-1,neu_vader,pos_vader
312,312,0.9989614867081252,0.0010385132918922604,0.0,0.866,0.134,"(cause their dog would probably eat your kitten)

Both the people mentioned above (black plump dike and unshaven looking white guy) took this medication at one point and shared the interest of religion, ME and jazz music.",dobj,-1,neu_vader,pos_vader
313,313,0.9999425944977648,5.740550225011305e-05,0.0,0.924,0.076,is this normal for being on risperidone or should i ask my doctor to which to some of medication that won't lower my testosterone levels?,pobj,-1,neu_vader,pos_vader
314,314,0.9955007120804674,0.004499287919549397,0.0,0.828,0.172,I just wanted to share some of my happiness at this -- for the first time since trying meds 8 years ago... and with several more years of symptoms prior to that...,dobj,-1,neu_vader,pos_vader
316,316,0.999986196859508,1.3803140497103006e-05,0.0,1.0,0.0,"I'm 21F and have just been put on medication for ""psychosis.""",pobj,-1,neu_vader,pos_vader
317,317,0.9964908904535312,0.003509109546482321,0.215,0.785,0.0,"I know that I don't have any symptoms on medication, and that I have a mild case of the disease (as my doctor told me) and can function normally, but I still have this irrational fear.",pobj,-1,neu_vader,neg_vader
319,319,0.9980408174081752,0.0019591825918432123,0.0,0.909,0.091,"For the past 4 months that this has been happening, I've been on meds a month now, it seems like it's all new and is never going away.",pobj,-1,neu_vader,pos_vader
321,321,0.993686587841028,0.006313412158988429,0.0,1.0,0.0,"He says that amphetamine is basically the exact opposite from my meds, and that he has never heard of a case where amphetamines work against schizophrenia.",pobj,-1,neu_vader,pos_vader
322,322,0.99926169969606,0.0007383003039307506,0.0,0.847,0.153,I haven't taken my meds in a few years and I'm doing fine.,dobj,-1,neu_vader,pos_vader
323,323,0.9999677616823206,3.223831766384298e-05,0.263,0.737,0.0,I was prescribed medication and warned that my symptoms will get more severe if I am not treated.,dobj,-1,neu_vader,neg_vader
324,324,0.9999866578173748,1.3342182644811204e-05,0.222,0.585,0.193,Okay so im on meds now things are better not great but worlds better and I dont know if this where I can rant or not but I feel safe here.,pobj,-1,neu_vader,neg_vader
326,326,0.9999420102655272,5.798973446154618e-05,0.0,0.805,0.195,I cant quit meds or psych because hes the good guy controlling my moods,dobj,-1,neu_vader,pos_vader
327,327,0.9998597842151574,0.00014021578485619017,0.135,0.865,0.0,I didn't have enough medication to get through the week because I didn't plan very well.,dobj,-1,neu_vader,neg_vader
328,328,0.9999772751247674,2.2724875231917568e-05,0.306,0.6940000000000001,0.0,I think it's because I missed my medication.,dobj,-1,neu_vader,neg_vader
329,329,0.9997564195618084,0.0002435804381790251,0.174,0.826,0.0,What happens when you forget your meds for a few days?,dobj,-1,neu_vader,neg_vader
330,330,0.9997578175636224,0.00024218243637633746,0.182,0.818,0.0,"I had him call his psychiatrist and his parents, and he's going to the clinic to get anti anxiety medication now.",dobj,-1,neu_vader,neg_vader
331,331,0.9967208231571264,0.003279176842858336,0.0,1.0,0.0,"Fast forward a bit, I got out of the ward shortly and began taking medications and things were looking up.",dobj,-1,neu_vader,pos_vader
333,333,0.999964960250124,3.503974988879404e-05,0.0,0.664,0.336,"Also, if you have tried various medications and would like to share your preferred meds and experience, thanks.",dobj_dobj,-1,neu_vader,pos_vader
334,334,0.9878067086332304,0.01219329136675872,0.0,0.787,0.213,Now they won't prescribe a medication that has been successful in the past because of this.,dobj,-1,neu_vader,pos_vader
335,335,0.9978925117751012,0.002107488224911058,0.259,0.6409999999999999,0.1,"**

I've been living with severe mental illness since I was about 18, with 5 hospitalizations, 3 suicide attempts, every class of medication in the book, and I've now lost the ability to work and I live on social security.",pobj,-1,neu_vader,neg_vader
336,336,0.9965337928311632,0.0034662071688372625,0.27399999999999997,0.68,0.046,"On a daily basis I also deal with severe depression, difficulty functioning and keeping up with medication/eating/showing/etc, intrusive thoughts and images (which are often extremely grotesque or sexually obscene - I DO NOT create these thoughts, they are NOT mine.",pobj,-1,neu_vader,neg_vader
337,337,0.9988139018504202,0.0011860981495730972,0.098,0.732,0.171,"In the past, I've had great success taking the medication Tegretol, but now they refuse to prescribe it to me because I'm not schizophrenic.",dobj,-1,neu_vader,pos_vader
338,338,0.9999326448767271,6.735512326991612e-05,0.322,0.6779999999999999,0.0,"My daily life is so broken, even with antidepressants, anxiety, and focus related medications.",dobj,-1,neu_vader,neg_vader
340,340,0.9999367384833092,6.32615166956592e-05,0.0,1.0,0.0,I don't take meds and I don't go to therapy anymore.,dobj,-1,neu_vader,pos_vader
342,342,0.9999724182703408,2.7581729649315474e-05,0.0,0.767,0.233,"They keep giving me medication, which only prevent me from having completely psychotic breakdowns, but I'm never really going to improve to how I used to be.",dobj,-1,neu_vader,pos_vader
343,343,0.9992285055331338,0.0007714944668469754,0.0,1.0,0.0,I have been able to survive in this state for a very long time without medication (about 3 months).,pobj,-1,neu_vader,pos_vader
344,344,0.9979741098656932,0.0020258901342932708,0.20600000000000002,0.794,0.0,"As it gets worse, my doctor has prescribed higher doses and different kinds of medication, but they don't seem to help.",pobj,-1,neu_vader,neg_vader
345,345,0.9999651237959788,3.487620401219654e-05,0.297,0.703,0.0,I don't want to be locked up or forced to be on meds.,pobj,-1,neu_vader,neg_vader
347,347,0.995536536663879,0.00446346333610449,0.055999999999999994,0.8909999999999999,0.052000000000000005,"They just prescribe an antipsychotic medication, my brother usually refuses the meds based on a real or fictitious aversion to some side effect (gagging while eating, leg stiffness, etc) and then they put him back on Rispiridone, which doesn't seem to be doing anything to help his auditory hallucinations.",dobj_dobj,-1,neu_vader,neg_vader
348,348,0.9999135315295083,8.646847048606355e-05,0.0,1.0,0.0,What do I do if he refuses a medication or treatment?,dobj,-1,neu_vader,pos_vader
351,351,0.9950935307708828,0.004906469229129332,0.174,0.826,0.0,"I know discussing medication is a bit dodgy and I had mentioned to others I was taking Busiprone, just be weary of it's side effects.",dobj,-1,neu_vader,neg_vader
353,353,0.9996769634414314,0.00032303655855829214,0.32799999999999996,0.519,0.154,"List of known mental disorders with me:

Tourette Syndrome
Obsessive Compulsive Disorder
Depression (this is almost over honestly, taking good meds for it)
Anxiety (Horrible anxiety!",dobj,-1,neu_vader,neg_vader
355,355,0.999934625590577,6.537440943757683e-05,0.0,1.0,0.0,My son has gone off his medications and feels he doesn't need them.,dobj,-1,neu_vader,pos_vader
357,357,0.99986225806504,0.00013774193497419966,0.0,1.0,0.0,He isn't so delusional and seems to live in this world with us when he's on medication.,pobj,-1,neu_vader,pos_vader
358,358,0.999981766121933,1.823387806535294e-05,0.0,1.0,0.0,When he isn't on medication he seems to be absent and somewhere else.,pobj,-1,neu_vader,pos_vader
359,359,0.9993217507103912,0.000678249289614274,0.0,1.0,0.0,He does go to his Doctor appointments but won't follow through with the medication.,pobj,-1,neu_vader,pos_vader
360,360,0.999867324340994,0.00013267565901081409,0.0,1.0,0.0,"Only issue is, is that I am groggy due to meds.",pobj,-1,neu_vader,pos_vader
361,361,0.9999554889195896,4.451108040130556e-05,0.0,0.968,0.032,I've been pondering and [I wonder] if the real reason why people with schizophrenia end back up in the hospital so fast when they discontinue their meds is because withdrawal from antipsychotics causes psychosis.,dobj,-1,neu_vader,pos_vader
362,362,0.9996665814483996,0.00033341855160317865,0.0,1.0,0.0,Maybe underneath it all [and past the withdrawing] [EVEN when tapered off meds safely] we aren't as delusional as we think.,dobj,-1,neu_vader,pos_vader
364,364,0.999178297872611,0.0008217021274063179,0.065,0.802,0.133,"although i do have one silver lining, from what ive read getting someone who has been diagnosed to admit they are sick and to want/know they need medication and help is a huge first step and it is something she miraculously came to terms with this visit.",dobj,-1,neu_vader,pos_vader
366,366,0.9995275887079722,0.0004724112920110745,0.067,0.758,0.175,"I was in no way an ent before I got on meds, but I tried smoking with friends a few times and got nothing.",pobj,-1,neu_vader,pos_vader
367,367,0.9988552050631476,0.001144794936856876,0.171,0.8290000000000001,0.0,"I'm kind of apprehensive to start my medication, because reality as I know it will be  shattered.",dobj,-1,neu_vader,neg_vader
368,368,0.9999309627060085,6.903729400793866e-05,0.336,0.664,0.0,"She has trouble staying on her meds, and I fear that I would offend her if I asked her about her condition.",pobj,-1,neu_vader,neg_vader
371,371,0.9999619182438684,3.80817561308287e-05,0.0,1.0,0.0,I take psychiatric medication myself.,dobj,-1,neu_vader,pos_vader
372,372,0.9993059319062879,0.0006940680937208805,0.0,1.0,0.0,"Last week I was in a mental hospital, overdosed on my meds.",pobj,-1,neu_vader,pos_vader
373,373,0.9999548100398474,4.518996014503061e-05,0.0,0.7140000000000001,0.28600000000000003,"I'm off meds, hearing voices, but I'm ok.",pobj,-1,neu_vader,pos_vader
374,374,0.9998440050149068,0.00015599498508230632,0.0,0.9129999999999999,0.087,"I want to talk about medication and hallucinations, but I'm not diagnosed as schizophrenic.",pobj,-1,neu_vader,pos_vader
375,375,0.986606663411254,0.013393336588751279,0.28600000000000003,0.7140000000000001,0.0,"Anyway, I am terrified of explaining all of this to a therapist in fear that she will force me to take medication.",dobj,-1,neu_vader,neg_vader
376,376,0.9999631971972373,3.680280275183976e-05,0.133,0.867,0.0,"I do not want, or feel that I need, any medication.",dobj,-1,neu_vader,neg_vader
378,378,0.9991864542898976,0.0008135457100962332,0.131,0.742,0.127,Whenever I read up on medication and the such out of curiosity I always see the terms positive and negative symptoms of schizo spectrum disorders.,pobj,-1,neu_vader,neg_vader
379,379,0.9994346295417036,0.0005653704583050152,0.0,1.0,0.0,"I am now taking the above medicine, along with 225mg of Effexor.",dobj,-1,neu_vader,pos_vader
381,381,0.9997327400458752,0.0002672599541382481,0.0,0.848,0.152,I'm just wondering if I should change medication despite seemingly finding the most relief with haloperidol and the most reasonable price.,dobj,-1,neu_vader,pos_vader
382,382,0.9998913718802548,0.00010862811974795834,0.122,0.7559999999999999,0.122,What other medicines (preferably over the counter but I'm going to the GP soon so I can ask about others) will help with this problem?,dobj,-1,neu_vader,pos_vader
384,384,0.999040323693233,0.0009596763067482241,0.0,1.0,0.0,"I haven't taken my meds in a while and when I did take them, they didn't work.",dobj,-1,neu_vader,pos_vader
385,385,0.9979128218764431,0.0020871781235392672,0.0,0.884,0.11599999999999999,I would like a list of meds that work for you so I can talk to my psych dr. about it something else.,pobj,-1,neu_vader,pos_vader
386,386,0.9982720138120807,0.0017279861879352016,0.11800000000000001,0.836,0.045,"My fiance stopped taking his meds (again...sigh) last month, and even though I tried to warn him about the eventual consequences of not taking them, he was already far gone enough to not remember why he needed them, and thought that we were trying to destroy his creativity by making him take them.",dobj,-1,neu_vader,neg_vader
387,387,0.9999035753580872,9.642464189930843e-05,0.098,0.902,0.0,I knew that he would eventually end up hospitalized again if I couldn't convince him to take his meds.,dobj,-1,neu_vader,neg_vader
388,388,0.9958253342818478,0.00417466571817071,0.0,0.841,0.159,"His caseworker and psychologist knew that he was off his meds, but they told him ""We can't force you to take them"" which made it impossible for me to convince him he needed his pills, even though they've worked great for the past two years.",pobj,-1,neu_vader,pos_vader
391,391,0.9923607680396208,0.007639231960378655,0.0,1.0,0.0,"By advancing the understanding of the underlying biology, the company’s goal is to discover medicines for people with neurological and psychiatric conditions.",dobj,-1,neu_vader,pos_vader
392,392,0.999953233062777,4.676693720672397e-05,0.085,0.915,0.0,Today I saw him and he talk about all he was going through and was very open about how he was going crazy and had started taking medication.,dobj,-1,neu_vader,neg_vader
393,393,0.9902459542543232,0.009754045745677878,0.073,0.8390000000000001,0.087,"I don't wanna be on meds the rest of my life, or have to drop out of school and live in a mental institution or something like that.",pobj,-1,neu_vader,pos_vader
395,395,0.9999508144376822,4.9185562305941634e-05,0.0,0.8,0.2,How do I convince him to stay on his meds?,pobj,-1,neu_vader,pos_vader
396,396,0.9999770611234342,2.2938876563025032e-05,0.0,1.0,0.0,Hey all I'm soon to be switching meds to prolixin and I was wondering if anyone had any experience with this drug.,dobj,-1,neu_vader,pos_vader
397,397,0.9999236997611408,7.630023885015413e-05,0.43799999999999994,0.562,0.0,I'm also not very happy on those meds because I can't feel happy or sad and I don't laugh at anything anymore.,pobj,-1,neu_vader,neg_vader
398,398,0.9994460325273696,0.0005539674726254347,0.057,0.8959999999999999,0.048,My brother is taking his medication and they seem to be helping to an extent to keep hallucinations/delusions away but the things mentioned above are the ones stopping him from being himself.,dobj,-1,neu_vader,neg_vader
399,399,0.9998760899828344,0.0001239100171567083,0.09699999999999999,0.745,0.158,"I'm doing extremely well on medication (as far as I can tell, I'm not doing my whole three month cycle where I'm good for three months and then everything goes to crap and then I'm good for three months and then everything goes to crap again!",pobj,-1,neu_vader,pos_vader
400,400,0.9999140539272848,8.594607269803552e-05,0.0,1.0,0.0,"If you doctors REALLY think I don't need the medicine, then talk to me about it.",dobj,-1,neu_vader,pos_vader
401,401,0.9991493586719562,0.0008506413280389635,0.0,1.0,0.0,My psychiatrist told me that a combination of medications is a preferred way of treatment.,pobj,-1,neu_vader,pos_vader
402,402,0.999848796230772,0.00015120376923051436,0.126,0.718,0.157,"I am struggling with weed and alcohol, so hopefully this little cocktail of meds he is prescribing me works.",pobj,-1,neu_vader,pos_vader
403,403,0.9986829609938862,0.0013170390060959368,0.0,0.9329999999999999,0.067,"I just want to hear your opinions on the medication, that is if any of you have experience with it.",pobj,-1,neu_vader,pos_vader
404,404,0.9798857325666726,0.0201142674333378,0.218,0.782,0.0,"Are withdrawals a serious factor in either of those medications, or any major risks of my psychosis being more of a pain in the downstairs parts than it usually is?",pobj,-1,neu_vader,neg_vader
405,405,0.9999116484569868,8.835154300599242e-05,0.0,1.0,0.0,He was there for several days without our knowledge and without his medication.,pobj,-1,neu_vader,pos_vader
406,406,0.9999939143156048,6.085684409588691e-06,0.0,1.0,0.0,What if they don't give me meds?,dobj,-1,neu_vader,pos_vader
409,409,0.9999558827056518,4.4117294351686496e-05,0.303,0.6970000000000001,0.0,They keep freaking out that he doesn't need an antianxiety medication because he's manic vs depressed.,dobj,-1,neu_vader,neg_vader
411,411,0.999864457510128,0.00013554248986325721,0.0,0.888,0.11199999999999999,ive finally been taking my medication regularlyever since my previous stint in he hospital and have been doing very well.,dobj,-1,neu_vader,pos_vader
413,413,0.9997597796146421,0.00024022038537286117,0.228,0.772,0.0,"This post was not about any particular issue, but people are fixating on my lack of medication and contributing to the problem I wrote about here!",pobj,-1,neu_vader,neg_vader
414,414,0.9998149595528544,0.00018504044713780183,0.0,0.748,0.252,"Yes, I live with the symptoms which I have without medication.",pobj,-1,neu_vader,pos_vader
415,415,0.9986636440426959,0.0013363559573036185,0.115,0.779,0.106,I finally got diagnosed a year ago but refused medication until last december (when I had a break and missed my finals) because I was sure that I didn't need to start taking heavy drugs for something I've had all my life and lived with (mostly) just fine.,dobj,-1,neu_vader,neg_vader
416,416,0.9950599662513528,0.0049400337486544856,0.135,0.8109999999999999,0.054000000000000006,"I felt a little more paranoid but I wasn't sure if that was a side effect of the medication or a side effect of my brain freaking out because I was *taking* medication :P In the end, since I didn't have a doctor to guide me through the process of getting used to a new medication, I decided I should stop taking it until I had a steady doctor and just keep dealing with the symptoms of schizophrenia on my own.",pobj,-1,neu_vader,neg_vader
418,418,0.9997778829827872,0.00022211701719577608,0.0,1.0,0.0,I'm afraid of being misdiagnosed or any type of medicine they give me turning me into a brainless zombie.,pobj,-1,neu_vader,pos_vader
419,419,0.994445156402856,0.005554843597150895,0.0,1.0,0.0,"Other symptoms are mania (haven't had a manic episode in a very long time however, even off of medication.",pobj,-1,neu_vader,pos_vader
420,420,0.9985307466560588,0.0014692533439369427,0.0,1.0,0.0,"I twitch too, but I think that's a side effect of my current medicine.",pobj,-1,neu_vader,pos_vader
422,422,0.9733334353948164,0.026666564605184944,0.073,0.927,0.0,"We would have to get a lawyer and fill out some kind of paperwork to start the process, saying that he is homeless (which he is), that he refuses to take medication (which he does), and that his health is in danger (which it is).",dobj,-1,neu_vader,neg_vader
423,423,0.9999700403292404,2.9959670759357707e-05,0.0,1.0,0.0,I have high functioning schizophrenia with meds and therapy.,pobj,-1,neu_vader,pos_vader
424,424,0.9999200475750532,7.995242495648074e-05,0.08800000000000001,0.912,0.0,"i stopped taking the medication before for this reason, but I wonder now, does this subside over time?",dobj,-1,neu_vader,neg_vader
425,425,0.9990253699943532,0.0009746300056330928,0.0,1.0,0.0,"Some side effects of medication go away, others linger.",pobj,-1,neu_vader,pos_vader
426,426,0.9999875330534536,1.2466946537536785e-05,0.109,0.8909999999999999,0.0,He doesn't want me on ADD medication even though I have ADD.,pobj,-1,neu_vader,neg_vader
427,427,0.9769232265707574,0.023076773429232814,0.255,0.67,0.075,"I've had ADD diagnosed since I was 12 but never took medication for it, but I'm sick of not being able to focus worth a damn.",dobj,-1,neu_vader,neg_vader
429,429,0.999918999517412,8.100048257322276e-05,0.0,0.84,0.16,She's taking her meds and seems to be sleeping well at night.,dobj,-1,neu_vader,pos_vader
430,430,0.999924787889276,7.521211073926613e-05,0.09300000000000001,0.7909999999999999,0.11599999999999999,"This has happened once before since I've started my new meds, and I was paranoid and catatonic for like 3 days.",dobj,-1,neu_vader,pos_vader
431,431,0.9998959325280176,0.0001040674719999266,0.36,0.64,0.0,I'm worried that the paranoia might get worse than before once I'm off the medication again.,pobj,-1,neu_vader,neg_vader
432,432,0.99989775972519,0.00010224027482355833,0.0,1.0,0.0,Has anyone had any experience with coming off of meds?,pobj,-1,neu_vader,pos_vader
433,433,0.9991201605342744,0.0008798394657233453,0.121,0.6679999999999999,0.21100000000000002,My very close friend is a diagnosed paranoid schizophrenic who refuses to take medication.,dobj,-1,neu_vader,pos_vader
434,434,0.99903821607203,0.000961783927958248,0.251,0.644,0.105,"Several times I have tried in the most empathetic and delicate way possible to convince him that he should seek treatment and take his meds, but this agitates him severely and causes him to distrust me.",dobj,-1,neu_vader,neg_vader
435,435,0.9983011299089602,0.0016988700910426284,0.0,1.0,0.0,"He lives with his father who has also tried every approach in getting him to take his meds, but he is adamant in his refusal.",dobj,-1,neu_vader,pos_vader
436,436,0.9997482138657529,0.000251786134230036,0.156,0.8440000000000001,0.0,"A bit of my past-
I have had depression for over 10 years and have been on medication for most of those years.",pobj,-1,neu_vader,neg_vader
437,437,0.9996633897644898,0.00033661023551951583,0.10800000000000001,0.892,0.0,"About 1 year ago, I went off of all of my medications for my depression/bipolar and anxiety.",pobj,-1,neu_vader,neg_vader
439,439,0.9889234790881292,0.011076520911851842,0.078,0.8140000000000001,0.10800000000000001,"He went to live with his mom across the country, was put on some very strong medication, and I just kind of lost touch with him for about four years.",pobj,-1,neu_vader,pos_vader
440,440,0.9972672692325436,0.002732730767476007,0.0,1.0,0.0,"Is he able to return to his old life with medication, or will he be a stranger?",pobj,-1,neu_vader,pos_vader
441,441,0.9993865346131338,0.0006134653868669034,0.0,1.0,0.0,This is the longest relapse and period of time that she has been off medication for.,pobj,-1,neu_vader,pos_vader
442,442,0.9996672527275646,0.00033274727243598365,0.183,0.8170000000000001,0.0,She refuses to take her meds and will get extremely angry if the subject is brought up.,dobj,-1,neu_vader,neg_vader
443,443,0.9999336506218779,6.634937811468279e-05,0.0,1.0,0.0,He recently has been diagnosed for all three and has started with medication.,pobj,-1,neu_vader,pos_vader
444,444,0.989560641925868,0.010439358074126987,0.122,0.7559999999999999,0.122,I will consume harmful medications and they shall be your poison as it is better that you be silenced and ignored for the betterment of my life and the satisfaction of others in the accuracy of their diagnoses and their judgement.,dobj,-1,neu_vader,pos_vader
445,445,0.9978944119902196,0.002105588009795196,0.08900000000000001,0.9109999999999999,0.0,i am a diagnosed schizophrenic and am not on medication nor will anybody help me or give me the time of day with my condition even.,pobj,-1,neu_vader,neg_vader
446,446,0.9999547249997448,4.527500026512107e-05,0.0,1.0,0.0,I can never tell when he's on his meds or not.,pobj,-1,neu_vader,pos_vader
447,447,0.9997744706066806,0.00022552939333606178,0.0,0.96,0.04,"So I haven't been taking my meds, because the previous doctor would only see me every two months (impossible to balance meds with that much difference), and the side effects were too intense.",dobj,-1,neu_vader,pos_vader
448,448,0.9992975960241504,0.0007024039758473419,0.0,0.8540000000000001,0.146,"I haven't hallucinated at all for the past 3 months that I've been off my meds, but I have been smoking like a chimney.",pobj,-1,neu_vader,pos_vader
449,449,0.9972815909698654,0.002718409030120928,0.10300000000000001,0.897,0.0,"Robert, a 7 foot tall man has schizophrenia, and has recently not been taking his medication, and as a result has been acting aggressively.",dobj,-1,neu_vader,neg_vader
450,450,0.9974388519486082,0.002561148051379929,0.153,0.847,0.0,"He tried to enter the building, and Dave refused to let him in, because his bizarre behaviour, and told him to go home and take his meds.",dobj,-1,neu_vader,neg_vader
451,451,0.998695719619444,0.0013042803805626306,0.028999999999999998,0.861,0.11,"I'm imagining it is just like a mental hospital except you get to leave, because he said you can't cook or clean(laundry) for yourself or anything, there are staff that do that for you as well as monitor your medications.",dobj,-1,neu_vader,pos_vader
452,452,0.9999687636718396,3.1236328157440366e-05,0.0,0.775,0.225,"I just switched medications about 2 months ago, and I've been doing really good.",dobj,-1,neu_vader,pos_vader
453,453,0.9998747201948008,0.00012527980519363402,0.094,0.9059999999999999,0.0,Anyways he left me with the medicine that i had left and i had to take it because i go crazy when im not on my meds.,pobj_pobj,-1,neu_vader,neg_vader
454,454,0.9999667871405541,3.321285945121576e-05,0.087,0.8170000000000001,0.096,anyways the shaking wont stop even though i have switched off of the medicine (i found another doctor luckily).,pobj,-1,neu_vader,pos_vader
455,455,0.9608792332104258,0.03912076678959392,0.187,0.6940000000000001,0.12,"In his late teen years he went through a stage of legal problems, stealing pain meds, amphetamines, doing meth, in a small midwest town...after mandatory rehab sentences he came out and was clearly mentally troubled, but was staying with his family.",dobj,-1,neu_vader,neg_vader
456,456,0.9999553254598218,4.4674540168818e-05,0.0,1.0,0.0,"So, long story short, my plan is to get off meds and street drugs.",dobj,-1,neu_vader,pos_vader
457,457,0.9999665018786952,3.3498121313239826e-05,0.348,0.652,0.0,"I'm not sure I want to do this, they want me to stop the weed for 1 year before stopping the meds, so that year would be so boring.",dobj,-1,neu_vader,neg_vader
458,458,0.9925989478769848,0.007401052123027127,0.068,0.932,0.0,"I'm off medication right now, I was on a really high dose of risperdal and I stopped taking it because it was slowing me way down and I couldn't stand it.",pobj,-1,neu_vader,neg_vader
459,459,0.9999755232545514,2.4476745444770186e-05,0.0,1.0,0.0,So next time I can get new medication is July 2nd.,dobj,-1,neu_vader,pos_vader
461,461,0.9884201343246268,0.011579865675353936,0.262,0.738,0.0,"I felt guilty for years that I was using the medication as a performance enhancing drug, and that I was cheating out my peers.",dobj,-1,neu_vader,neg_vader
462,462,0.9998260826843722,0.00017391731563365056,0.2,0.8,0.0,"She is hard to bathe, the has terrible odor, and for the most part when on meds sleeps all day.",pobj,-1,neu_vader,neg_vader
463,463,0.9999734496124976,2.6550387500411873e-05,0.226,0.774,0.0,When she comes down from her meds or has episodes it is bad.,pobj,-1,neu_vader,neg_vader
465,465,0.9964570452179108,0.0035429547821015967,0.0,0.698,0.302,"My best solutions are
1) My Sister improves with proper medication
2) My Sister is placed in a facility to handle her care better
3) I remove the Minor Children from the situation

I'm venting, but I really need help here.",pobj,-1,neu_vader,pos_vader
466,466,0.9993151411807196,0.0006848588192738924,0.0,1.0,0.0,It took forever for him to get an appointment with this new doctor and while he's been waiting he ran out of meds.,pobj,-1,neu_vader,pos_vader
467,467,0.9999843376245152,1.566237547325857e-05,0.0,1.0,0.0,In December I was hospitalized and got out in early January and since then I've been taking my meds every day and haven't been hearing any voices at all.,dobj,-1,neu_vader,pos_vader
468,468,0.999982189047546,1.781095246456234e-05,0.0,0.667,0.33299999999999996,I feel like.. like going off meds.,pobj,-1,neu_vader,pos_vader
469,469,0.9999542980108608,4.5701989128132646e-05,0.0,1.0,0.0,"I'm slightly considering going off meds, with my doctor knowing though.",pobj,-1,neu_vader,pos_vader
471,471,0.9993029327904744,0.0006970672095096192,0.0,1.0,0.0,But it makes me throw up at least once a week so I think I'm going to switch meds if not go off completely for a while and see where I land.,dobj,-1,neu_vader,pos_vader
472,472,0.9999802213183748,1.9778681626245043e-05,0.14800000000000002,0.759,0.09300000000000001,"So I figure if I go off my meds and things get bad, it's ok if I have to go to the hospital.",pobj,-1,neu_vader,neg_vader
474,474,0.99670808504737,0.003291914952613665,0.0,0.888,0.11199999999999999,"I may just try a new medication and see where that takes me, and not stop for a while.",dobj,-1,neu_vader,pos_vader
477,477,0.9984964917701576,0.0015035082298578005,0.11,0.7140000000000001,0.17600000000000002,A friend of mine has paranoid schizophrenia and takes medication at morning and in the evening.,dobj,-1,neu_vader,pos_vader
478,478,0.9996499137636876,0.0003500862362951264,0.07,0.93,0.0,"Yesterday evening, he took his evening meds right on time but he noticed that he forgot to take his morning meds and he INSISTED that he take his missed morning medication right after he took his evening ones.",dobj_dobj,-1,neu_vader,neg_vader
479,479,0.9996405490339406,0.00035945096604536803,0.0,1.0,0.0,I don't know what the name was of the medication he was taking.,pobj,-1,neu_vader,pos_vader
480,480,0.9999488626015304,5.1137398463424984e-05,0.147,0.853,0.0,I stopped taking the last medicine I was on because it didn't do anything.,dobj,-1,neu_vader,neg_vader
481,481,0.9990599557399936,0.0009400442599936812,0.073,0.727,0.201,I am a perfectly healthy 25 year old woman and my ignorance about this is making me afraid: are there any possible side effects of the medication on our conceiving?,pobj,-1,neu_vader,pos_vader
483,483,0.999980594207385,1.9405792617773768e-05,0.0,1.0,0.0,I was on meds for bipolar for almost ten years before they figured out I wasn't friggin bipolar.,pobj,-1,neu_vader,pos_vader
484,484,0.9990958999837204,0.0009041000162885604,0.0,0.9229999999999999,0.077,Is it a pipe dream to think that with medication and therapy that she could have a level of normalcy and that we could (potentially) have a relationship?,pobj,-1,neu_vader,pos_vader
485,485,0.9998819700693712,0.00011802993060888304,0.0,1.0,0.0,I also throw up sometimes before I take my night meds.,dobj,-1,neu_vader,pos_vader
486,486,0.99968306237329,0.0003169376267063148,0.095,0.614,0.29,Things also feel super intense and I get a little paranoid before I take my night meds.,dobj,-1,neu_vader,pos_vader
488,488,0.999216644341248,0.0007833556587441342,0.172,0.828,0.0,"I was prescribed a medication, but 8 days later I still have paranoid episodes and hear voices.",dobj,-1,neu_vader,neg_vader
489,489,0.9998699654070541,0.00013003459294256084,0.0,0.564,0.436,I really liked the medication otherwise.,dobj,-1,neu_vader,pos_vader
491,491,0.9999517209887868,4.827901120367236e-05,0.0,0.763,0.237,"Also i promised i would never force her to take her meds but i do encourage it, do you guys have any advice for me.",dobj,-1,neu_vader,pos_vader
